date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:26:59	102025/102025	---M-Z	200	added ('OK')	text/css	etag:%226421d693-547f%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	(from https://bitamlcheck.org/)
07:27:00	8513/8513	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Apr%202023%2007:07:04%20GMT	https://bitamlcheck.org/new-style.css	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/new-style.css	(from https://bitamlcheck.org/)
07:27:01	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%225884721-15db1-5d5c18eb5e5d1-gzip%22	https://bitaml.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://bitamlcheck.org/)
07:27:01	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%2258e0ef6-2bd8-5d5c18ec67805-gzip%22	https://bitaml.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://bitamlcheck.org/)
07:27:02	791/791	---M--	200	added ('OK')	image/png	etag:%225880423-317-5b1d0242c4620%22	https://bitaml.com/wp-content/uploads/2020/10/BitAML_Favicon.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/10/BitAML_Favicon.png	(from https://bitamlcheck.org/)
07:27:03	707/707	---M--	200	added ('OK')	image/png	etag:%222c3-5e8ef14436137%22	https://complyfit.com/wp-content/uploads/2021/06/search-icon.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/complyfit.com/wp-content/uploads/2021/06/search-icon.png	(from https://bitamlcheck.org/)
07:27:03	22458/22458	---M-Z	200	added ('OK')	text/css	etag:%225eb03e72-57ba%22	https://cdnjs.cloudflare.com/ajax/libs/hamburgers/1.1.3/hamburgers.min.css	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/hamburgers/1.1.3/hamburgers.min.css	(from https://bitamlcheck.org/)
07:27:04	15226/15226	---M--	200	added ('OK')	image/png	etag:%225881d77-3b7a-5b12d9667e243%22	https://bitaml.com/wp-content/uploads/2020/08/BitAML_MasterLogo_Color.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/BitAML_MasterLogo_Color.png	(from https://bitamlcheck.org/)
07:27:04	70851/70851	---M-Z	200	added ('OK')	application/javascript	etag:%225ecc8659-114c3%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/js/select2.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/js/select2.min.js	(from https://bitamlcheck.org/)
07:27:05	14966/14966	---M-Z	200	added ('OK')	text/css	etag:%225ecc8659-3a76%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/css/select2.min.css	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/css/select2.min.css	(from https://bitamlcheck.org/)
07:27:05	71752/71752	---M-Z	200	added ('OK')	text/css	etag:%225eb436a8-11848%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	(from https://bitamlcheck.org/)
07:27:06	15426/15426	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Apr%202023%2009:49:00%20GMT	https://bitamlcheck.org/ethereum.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/ethereum.png	(from https://bitamlcheck.org/)
07:27:06	26017/26017	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Apr%202023%2009:56:46%20GMT	https://bitamlcheck.org/currency.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/currency.png	(from https://bitamlcheck.org/)
07:27:06	3192/3192	---M--	200	added ('OK')	image/png	etag:%225881d73-c78-5b12d9667de5b%22	https://bitaml.com/wp-content/uploads/2020/08/bitcoin-magazine_Logo-1.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/bitcoin-magazine_Logo-1.png	(from https://bitamlcheck.org/)
07:27:07	3989/3989	---M--	200	added ('OK')	image/png	etag:%225881d5f-f95-5b12d9667cad3%22	https://bitaml.com/wp-content/uploads/2020/08/Forbes_Logo-1.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/Forbes_Logo-1.png	(from https://bitamlcheck.org/)
07:27:07	5014/5014	---M--	200	added ('OK')	image/png	etag:%225881d5c-1396-5b12d9667cad3%22	https://bitaml.com/wp-content/uploads/2020/08/Coindesk_Logo-1.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/Coindesk_Logo-1.png	(from https://bitamlcheck.org/)
07:27:07	3454/3454	---M--	200	added ('OK')	image/png	etag:%225881d72-d7e-5b12d9667de5b%22	https://bitaml.com/wp-content/uploads/2020/08/Nasdaq_Logo-1.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/Nasdaq_Logo-1.png	(from https://bitamlcheck.org/)
07:27:08	4871/4871	---M--	200	added ('OK')	image/png	etag:%225881d7c-1307-5b12d9667e62b%22	https://bitaml.com/wp-content/uploads/2020/08/ChiInno_Logo-1.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/ChiInno_Logo-1.png	(from https://bitamlcheck.org/)
07:27:08	4727/4727	---M--	200	added ('OK')	image/png	etag:%225881d61-1277-5b12d9667cebb%22	https://bitaml.com/wp-content/uploads/2020/08/Cointelegraph_logo-1.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/Cointelegraph_logo-1.png	(from https://bitamlcheck.org/)
07:27:08	3979/3979	---M--	200	added ('OK')	image/png	etag:%225881d5d-f8b-5b12d9667cad3%22	https://bitaml.com/wp-content/uploads/2020/08/turnkey-aml-icon.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/turnkey-aml-icon.png	(from https://bitamlcheck.org/)
07:27:08	3388/3388	---M--	200	added ('OK')	image/png	etag:%225881d6b-d3c-5b12d9667d68b%22	https://bitaml.com/wp-content/uploads/2020/08/annual-audit-icon.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/annual-audit-icon.png	(from https://bitamlcheck.org/)
07:27:09	3766/3766	---M--	200	added ('OK')	image/png	etag:%225881d6f-eb6-5b12d9667da73%22	https://bitaml.com/wp-content/uploads/2020/08/annual-training-icon.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/annual-training-icon.png	(from https://bitamlcheck.org/)
07:27:09	3566/3566	---M--	200	added ('OK')	image/png	etag:%22588208f-dee-5b12d9668c4d3%22	https://bitaml.com/wp-content/uploads/2020/09/project-management.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/09/project-management.png	(from https://bitamlcheck.org/)
07:27:09	372/372	---M--	200	added ('OK')	image/png	etag:%225881d66-174-5b12d9667d2a3%22	https://bitaml.com/wp-content/uploads/2020/08/close-img.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2020/08/close-img.png	(from https://bitamlcheck.org/)
07:27:09	8719/8719	---M--	200	added ('OK')	image/jpeg	etag:%2258e0551-220f-5e444bdb79662%22	https://bitaml.com/wp-content/uploads/2022/07/Chrystle-BW-e1658358775232.jpg	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/uploads/2022/07/Chrystle-BW-e1658358775232.jpg	(from https://bitamlcheck.org/)
07:27:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226442841a-4d7%22	https://bitamlcheck.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bitamlcheck.org/)
07:27:11	1685/1685	---M-Z	200	added ('OK')	application/javascript	etag:%2259248fb-695-5e652f88c7706-gzip%22	https://bitaml.com/wp-content/plugins/constant-contact-forms/assets/js/ctct-plugin-recaptcha-v2.min.js?ver=1.13.0	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/constant-contact-forms/assets/js/ctct-plugin-recaptcha-v2.min1dd9.js	(from https://bitamlcheck.org/)
07:27:11	909/909	---MC-	200	added ('OK')	text/javascript	date:Fri,%2028%20Apr%202023%2006:27:11%20GMT	http://www.google.com/recaptcha/api.js?onload=renderReCaptcha&render=explicit&ver=1.13.0	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/www.google.com/recaptcha/api0c32.js	(from https://bitamlcheck.org/)
07:27:11	4194/4194	---M-Z	200	added ('OK')	application/javascript	etag:%225924906-1062-5e652f88c7aee-gzip%22	https://bitaml.com/wp-content/plugins/constant-contact-forms/assets/js/ctct-plugin-frontend.min.js?ver=1.13.0	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/constant-contact-forms/assets/js/ctct-plugin-frontend.min1dd9.js	(from https://bitamlcheck.org/)
07:27:12	6475/6475	---M-Z	200	added ('OK')	application/javascript	etag:%225884718-194b-5ebfab91b0dd7-gzip%22	https://bitaml.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://bitamlcheck.org/)
07:27:12	19142/19142	---M-Z	200	added ('OK')	application/javascript	etag:%2258e0ded-4ac6-5ebfab91b15a7-gzip%22	https://bitaml.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://bitamlcheck.org/)
07:27:13	11862/11862	---M-Z	200	added ('OK')	application/javascript	etag:%225880639-2e56-5d5c1db56f030-gzip%22	https://bitaml.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.3	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/contact-form-7/includes/js/index5697.js	(from https://bitamlcheck.org/)
07:27:14	78723/78723	---M-Z	200	added ('OK')	application/javascript	etag:%2258e0871-13383-5b18201589280-gzip%22	https://bitaml.com/wp-content/themes/BitAML-Child/js/child-theme.min.js?ver=0.5.5	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/themes/BitAML-Child/js/child-theme.minec63.js	(from https://bitamlcheck.org/)
07:27:15	6938/6938	---M-Z	200	added ('OK')	application/javascript	etag:%2258e0872-1b1a-5ace30fab6e00-gzip%22	https://bitaml.com/wp-content/themes/BitAML-Child/js/test.min.js?ver=0.5.5	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/themes/BitAML-Child/js/test.minec63.js	(from https://bitamlcheck.org/)
07:27:16	3076/3076	---M-Z	200	added ('OK')	application/javascript	etag:%2258e087b-c04-5b182074e7380-gzip%22	https://bitaml.com/wp-content/themes/BitAML-Child/owl/script-bit.js?ver=6.0.3	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/themes/BitAML-Child/owl/script-bit1eb7.js	(from https://bitamlcheck.org/)
07:27:16	49983/49983	---M-Z	200	added ('OK')	application/javascript	etag:%2258e0878-c33f-5ac1553b1b880-gzip%22	https://bitaml.com/wp-content/themes/BitAML-Child/owl/owl.carousel.min.js?ver=6.0.3	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/themes/BitAML-Child/owl/owl.carousel.min1eb7.js	(from https://bitamlcheck.org/)
07:27:16	16374/16374	---M-Z	200	added ('OK')	application/javascript	etag:%2259650c1-3ff6-5ac1597a4bd80-gzip%22	https://bitaml.com/wp-content/themes/BitAML-Child/aos/aos.js?ver=6.0.3	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/themes/BitAML-Child/aos/aos1eb7.js	(from https://bitamlcheck.org/)
07:27:17	1483/1483	---M--	200	added ('OK')	image/png	etag:%225884242-5cb-5e81a73e02d14%22	https://bitaml.com/wp-content/plugins/sassy-social-share/images/close.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/sassy-social-share/images/close.png	(from https://bitamlcheck.org/)
07:27:17	308/308	---M--	200	added ('OK')	image/png	etag:%225884267-134-5e81a73e04484%22	https://bitaml.com/wp-content/plugins/sassy-social-share/images/logo.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/sassy-social-share/images/logo.png	(from https://bitamlcheck.org/)
07:27:18	120213/120213	---M-Z	200	added ('OK')	application/javascript	etag:%22588422d-1d595-5e81a73e01d74-gzip%22	https://bitaml.com/wp-content/plugins/sassy-social-share/public/js/sassy-social-share-public.js?ver=3.3.43	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/sassy-social-share/public/js/sassy-social-share-public0e68.js	(from https://bitamlcheck.org/)
07:27:24	1608535/1608535	---M-Z	200	added ('OK')	application/javascript	etag:%2260dfbdc5-6ccf8%22	https://cdnjs.cloudflare.com/ajax/libs/web3/3.0.0-rc.5/web3.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/web3/3.0.0-rc.5/web3.min.js	(from https://bitamlcheck.org/)
07:27:28	750254/750254	---MCZ	200	added ('OK')	application/javascript	etag:%22b72ae-I2VpOtfGa9/GSavEcSax34GI2zI%22	https://unpkg.com/@walletconnect/web3-provider@1.7.1/dist/umd/index.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/unpkg.com/@walletconnect/web3-provider@1.7.1/dist/umd/index.min.js	(from https://bitamlcheck.org/)
07:27:30	1232753/1232753	---M-Z	200	added ('OK')	application/javascript	etag:%225eb04030-12cf71%22	https://cdnjs.cloudflare.com/ajax/libs/web3/1.2.7-rc.0/web3.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/web3/1.2.7-rc.0/web3.min.js	(from https://bitamlcheck.org/)
07:27:30	112/112	---MCZ	302	error ('Found')	text/html	date:Fri,%2028%20Apr%202023%2006:27:30%20GMT	https://unpkg.com/moralis-v1/dist/moralis.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/unpkg.com/moralis-v1/dist/moralis.34.delayed	(from https://bitamlcheck.org/)
07:27:34	35960/35960	---MCZ	200	added ('OK')	application/javascript	etag:%228c78-8aiIHAt6DTXiyYHBtC37524NjvI%22	https://unpkg.com/fortmatic@2.0.6/dist/fortmatic.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/unpkg.com/fortmatic@2.0.6/dist/fortmatic.js	(from https://bitamlcheck.org/)
07:27:34	750254/750254	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b72ae-I2VpOtfGa9/GSavEcSax34GI2zI%22	https://cdn.jsdelivr.net/npm/@walletconnect/web3-provider@1.7.1/dist/umd/index.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdn.jsdelivr.net/npm/@walletconnect/web3-provider@1.7.1/dist/umd/index.min.js	(from https://bitamlcheck.org/)
07:27:36	2870743/2870743	---MCZ	200	added ('OK')	application/javascript	etag:%222bcdd7-SdAMf+dASKAeGC9CCSphNlL2Usg%22	https://unpkg.com/moralis-v1@1.12.0/dist/moralis.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/unpkg.com/moralis-v1@1.12.0/dist/moralis.js	(from https://bitamlcheck.org/)
07:27:38	1182914/1182914	---M-Z	200	added ('OK')	application/javascript	etag:W/%22120cc2-QkADHoGM0DNmYhnmZcd+NFSGh7Q%22	https://cdn.jsdelivr.net/npm/web3@latest/dist/web3.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdn.jsdelivr.net/npm/web3@latest/dist/web3.min.js	(from https://bitamlcheck.org/)
07:27:39	26498/26498	---MCZ	200	added ('OK')	application/javascript	etag:%226782-JQVT7jCbI3675SZspcJS1CVqzh4%22	https://unpkg.com/axios@1.0.0/dist/axios.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/unpkg.com/axios@1.0.0/dist/axios.min.js	(from https://bitamlcheck.org/)
07:27:40	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/code.jquery.com/jquery-3.6.0.min.js	(from https://bitamlcheck.org/)
07:27:43	323051/323051	---M-Z	200	added ('OK')	application/javascript	etag:W/%224edeb-1sQW5dFT9QD3rGbSWitz20WGetQ%22	https://cdn.jsdelivr.net/gh/ethereumjs/browser-builds/dist/ethereumjs-tx/ethereumjs-tx-1.3.3.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdn.jsdelivr.net/gh/ethereumjs/browser-builds/dist/ethereumjs-tx/ethereumjs-tx-1.3.3.min.js	(from https://bitamlcheck.org/)
07:27:45	747020/747020	---MCZ	200	added ('OK')	application/javascript	etag:%22b660c-MTEbN9OFqURIn0SqyJJBl4qWSNk%22	https://unpkg.com/@walletconnect/web3-provider@1.7.5/dist/umd/index.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/unpkg.com/@walletconnect/web3-provider@1.7.5/dist/umd/index.min.js	(from https://bitamlcheck.org/)
07:27:45	13615/13615	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Apr%202023%2009:03:22%20GMT	https://bitamlcheck.org/js/app.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/js/app.js	(from https://bitamlcheck.org/)
07:27:45	1467174/1467174	---M-Z	200	added ('OK')	application/javascript	etag:%2262e7f266-6470b%22	https://cdnjs.cloudflare.com/ajax/libs/web3/1.7.5/web3.min.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/cdnjs.cloudflare.com/ajax/libs/web3/1.7.5/web3.min.js	(from https://bitamlcheck.org/)
07:27:46	22528/22528	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Apr%202023%2009:04:12%20GMT	https://bitamlcheck.org/js/main.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/js/main.js	(from https://bitamlcheck.org/)
07:27:46	4129/4129	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Apr%202023%2009:03:20%20GMT	https://bitamlcheck.org/js/loader.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/js/loader.js	(from https://bitamlcheck.org/)
07:27:49	1193170/1193170	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Apr%202023%2007:13:42%20GMT	https://bitamlcheck.org/js/tronweb.js	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitamlcheck.org/js/tronweb.js	(from https://bitamlcheck.org/)
07:27:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Apr%202023%2006:27:49%20GMT	https://dev.fyclabs.com/bitaml/wp-content/uploads/2020/08/chevron-right.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/dev.fyclabs.com/bitaml/wp-content/uploads/2020/08/chevron-right.41.delayed	(from https://bitaml.com/wp-content/themes/BitAML-Child/css/child-theme.min.css?ver=0.5.5)
07:27:56	53567/53567	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Apr%202023%2006:27:56%20GMT	https://bitaml.com/wp-content/themes/BitAML-Child/owl/owl.video.play.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/themes/BitAML-Child/owl/owl.video.play.42.delayed	(from https://bitaml.com/wp-content/themes/BitAML-Child/owl/owl.carousel.min.css?ver=6.0.3)
07:27:57	932/932	---M--	200	added ('OK')	image/png	etag:%225884257-3a4-5e81a73e03cb4%22	https://bitaml.com/wp-content/plugins/sassy-social-share/images/transparent_bg.png	C:/Users/AlphaStudio/Desktop/unzipper-master/bit/bitaml.com/wp-content/plugins/sassy-social-share/images/transparent_bg.png	(from https://bitaml.com/wp-content/plugins/sassy-social-share/public/css/sassy-social-share-public.css?ver=3.3.43)
